Symbol,Tipo,Fecha,Precio_Entrada,Stop_Loss_Inicial,Precio_Salida,Resultado,PnL_Absoluto,Retorno_Pct,Comision_Total,Descripcion,Fecha de operacion,Precio,Stop_loss,Nuevo_SL
NVDA,ACT_SL,2025-10-27 00:00:00,N/A,146.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,159.14
ZTS,COMPRA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,COMPRA (Tecnica: EMA Lenta Ascendente),2014-12-15 00:00:00,39.93,29.95,N/A
ZTS,ACT_SL,2014-12-22 00:00:00,N/A,29.95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30.49
ZTS,ACT_SL,2015-01-05 00:00:00,N/A,30.49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30.88
ZTS,ACT_SL,2015-02-09 00:00:00,N/A,30.88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32.69
ZTS,ACT_SL,2015-03-02 00:00:00,N/A,32.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32.84
ZTS,ACT_SL,2015-03-16 00:00:00,N/A,32.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,33.04
ZTS,ACT_SL,2015-04-20 00:00:00,N/A,33.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,33.16
ZTS,ACT_SL,2015-05-25 00:00:00,N/A,33.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34.52
ZTS,ACT_SL,2015-06-01 00:00:00,N/A,34.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34.8
ZTS,ACT_SL,2015-06-15 00:00:00,N/A,34.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34.97
ZTS,ACT_SL,2015-06-22 00:00:00,N/A,34.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,38.26
ZTS,VENTA EMA Lenta Descendente (Filtro),2016-01-18 00:00:00,39.93,N/A,40.12,Cerrada,47.31,0.48,0,Cierre tecnico,N/A,N/A,N/A,N/A
ZTS,COMPRA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,COMPRA (Tecnica: EMA Lenta Ascendente),2016-04-04 00:00:00,43.49,32.62,N/A
ZTS,ACT_SL,2016-04-11 00:00:00,N/A,32.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,33.53
ZTS,ACT_SL,2016-04-18 00:00:00,N/A,33.53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34.19
ZTS,ACT_SL,2016-07-11 00:00:00,N/A,34.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35.08
ZTS,ACT_SL,2016-07-18 00:00:00,N/A,35.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35.16
ZTS,ACT_SL,2016-07-25 00:00:00,N/A,35.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35.3
ZTS,ACT_SL,2016-08-01 00:00:00,N/A,35.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36.41
ZTS,ACT_SL,2016-08-15 00:00:00,N/A,36.41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36.74
ZTS,ACT_SL,2016-10-10 00:00:00,N/A,36.74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37.08
ZTS,ACT_SL,2016-12-19 00:00:00,N/A,37.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37.61
ZTS,ACT_SL,2016-12-26 00:00:00,N/A,37.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37.86
ZTS,ACT_SL,2017-01-02 00:00:00,N/A,37.86,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,38.26
ZTS,ACT_SL,2017-01-23 00:00:00,N/A,38.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,38.33
ZTS,ACT_SL,2017-01-30 00:00:00,N/A,38.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39.29
ZTS,ACT_SL,2017-02-06 00:00:00,N/A,39.29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39.58
ZTS,ACT_SL,2017-04-24 00:00:00,N/A,39.58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39.76
ZTS,ACT_SL,2017-05-01 00:00:00,N/A,39.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41.84
ZTS,ACT_SL,2017-05-08 00:00:00,N/A,41.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42.26
ZTS,ACT_SL,2017-05-15 00:00:00,N/A,42.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42.55
ZTS,ACT_SL,2017-05-22 00:00:00,N/A,42.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,44.3
ZTS,ACT_SL,2017-05-29 00:00:00,N/A,44.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,44.44
ZTS,ACT_SL,2017-06-05 00:00:00,N/A,44.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,44.56
ZTS,ACT_SL,2017-06-19 00:00:00,N/A,44.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,44.9
ZTS,ACT_SL,2017-09-04 00:00:00,N/A,44.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,45.79
ZTS,ACT_SL,2017-09-11 00:00:00,N/A,45.79,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,46.29
ZTS,ACT_SL,2017-10-16 00:00:00,N/A,46.29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,46.48
ZTS,ACT_SL,2017-10-23 00:00:00,N/A,46.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,46.66
ZTS,ACT_SL,2017-10-30 00:00:00,N/A,46.66,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,48.38
ZTS,ACT_SL,2017-11-06 00:00:00,N/A,48.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,49.56
ZTS,ACT_SL,2017-11-13 00:00:00,N/A,49.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,50.08
ZTS,ACT_SL,2017-11-20 00:00:00,N/A,50.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,50.8
ZTS,ACT_SL,2017-11-27 00:00:00,N/A,50.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,51.2
ZTS,ACT_SL,2017-12-04 00:00:00,N/A,51.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,51.26
ZTS,ACT_SL,2017-12-11 00:00:00,N/A,51.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,51.4
ZTS,ACT_SL,2017-12-18 00:00:00,N/A,51.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,51.82
ZTS,ACT_SL,2018-01-01 00:00:00,N/A,51.82,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,52.06
ZTS,ACT_SL,2018-01-08 00:00:00,N/A,52.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,53.3
ZTS,ACT_SL,2018-01-15 00:00:00,N/A,53.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,54.25
ZTS,ACT_SL,2018-01-22 00:00:00,N/A,54.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,56.52
ZTS,ACT_SL,2018-02-12 00:00:00,N/A,56.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57.42
ZTS,ACT_SL,2018-02-19 00:00:00,N/A,57.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,58.5
ZTS,ACT_SL,2018-02-26 00:00:00,N/A,58.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,58.88
ZTS,ACT_SL,2018-03-05 00:00:00,N/A,58.88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,59.99
ZTS,ACT_SL,2018-03-12 00:00:00,N/A,59.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,60.34
ZTS,ACT_SL,2018-03-19 00:00:00,N/A,60.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,60.47
ZTS,ACT_SL,2018-04-16 00:00:00,N/A,60.47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,60.93
ZTS,ACT_SL,2018-06-04 00:00:00,N/A,60.93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61.73
ZTS,ACT_SL,2018-06-11 00:00:00,N/A,61.73,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,63.05
ZTS,ACT_SL,2018-07-30 00:00:00,N/A,63.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65.08
ZTS,ACT_SL,2018-08-06 00:00:00,N/A,65.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66.27
ZTS,ACT_SL,2018-10-01 00:00:00,N/A,66.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66.72
ZTS,ACT_SL,2018-10-29 00:00:00,N/A,66.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,68.32
ZTS,ACT_SL,2019-03-04 00:00:00,N/A,68.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69.53
ZTS,ACT_SL,2019-03-18 00:00:00,N/A,69.53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.92
ZTS,ACT_SL,2019-03-25 00:00:00,N/A,70.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71.65
ZTS,ACT_SL,2019-04-01 00:00:00,N/A,71.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73.35
ZTS,ACT_SL,2019-04-22 00:00:00,N/A,73.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73.52
ZTS,ACT_SL,2019-04-29 00:00:00,N/A,73.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73.93
ZTS,ACT_SL,2019-05-20 00:00:00,N/A,73.93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,74.24
ZTS,ACT_SL,2019-06-03 00:00:00,N/A,74.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,78.86
ZTS,ACT_SL,2019-06-10 00:00:00,N/A,78.86,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,79.82
ZTS,ACT_SL,2019-06-17 00:00:00,N/A,79.82,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,82.82
ZTS,ACT_SL,2019-07-22 00:00:00,N/A,82.82,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,83.08
ZTS,ACT_SL,2019-07-29 00:00:00,N/A,83.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,83.33
ZTS,ACT_SL,2019-08-05 00:00:00,N/A,83.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,89.63
ZTS,ACT_SL,2019-08-19 00:00:00,N/A,89.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,91.43
ZTS,ACT_SL,2019-09-02 00:00:00,N/A,91.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,92.2
ZTS,ACT_SL,2019-09-09 00:00:00,N/A,92.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,92.62
ZTS,ACT_SL,2019-10-07 00:00:00,N/A,92.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,92.63
ZTS,ACT_SL,2019-10-14 00:00:00,N/A,92.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,92.71
ZTS,ACT_SL,2019-12-16 00:00:00,N/A,92.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,95.19
ZTS,ACT_SL,2019-12-30 00:00:00,N/A,95.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,96.19
ZTS,ACT_SL,2020-01-06 00:00:00,N/A,96.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,97.22
ZTS,ACT_SL,2020-01-13 00:00:00,N/A,97.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100.1
ZTS,ACT_SL,2020-01-20 00:00:00,N/A,100.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,102.34
ZTS,ACT_SL,2020-02-10 00:00:00,N/A,102.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,104.43
ZTS,VENTA StopLoss,2020-03-16 00:00:00,43.49,104.43,96.09,Cerrada,12045.4,120.95,0,N/A,N/A,N/A,N/A,N/A
ZTS,COMPRA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,COMPRA (Tecnica: EMA Lenta Ascendente),2020-04-06 00:00:00,122.57,91.93,N/A
ZTS,ACT_SL,2020-04-13 00:00:00,N/A,91.93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,93.92
ZTS,ACT_SL,2020-05-04 00:00:00,N/A,93.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,94.57
ZTS,ACT_SL,2020-05-18 00:00:00,N/A,94.57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,98.02
ZTS,ACT_SL,2020-05-25 00:00:00,N/A,98.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100.29
ZTS,ACT_SL,2020-06-01 00:00:00,N/A,100.29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,102.41
ZTS,ACT_SL,2020-07-13 00:00:00,N/A,102.41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,103.9
ZTS,ACT_SL,2020-07-20 00:00:00,N/A,103.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,105.34
ZTS,ACT_SL,2020-07-27 00:00:00,N/A,105.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,108.79
ZTS,ACT_SL,2020-08-03 00:00:00,N/A,108.79,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,117.44
ZTS,ACT_SL,2020-08-31 00:00:00,N/A,117.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,118.75
ZTS,ACT_SL,2020-09-28 00:00:00,N/A,118.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,119.44
ZTS,ACT_SL,2020-10-12 00:00:00,N/A,119.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,121.0
ZTS,ACT_SL,2020-11-02 00:00:00,N/A,121.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,126.66
ZTS,ACT_SL,2021-05-03 00:00:00,N/A,126.66,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,126.75
ZTS,ACT_SL,2021-05-17 00:00:00,N/A,126.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,127.82
ZTS,ACT_SL,2021-05-24 00:00:00,N/A,127.82,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,128.54
ZTS,ACT_SL,2021-06-07 00:00:00,N/A,128.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,131.51
ZTS,ACT_SL,2021-06-14 00:00:00,N/A,131.51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,134.45
ZTS,ACT_SL,2021-06-21 00:00:00,N/A,134.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,134.76
ZTS,ACT_SL,2021-06-28 00:00:00,N/A,134.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,138.84
ZTS,ACT_SL,2021-07-05 00:00:00,N/A,138.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,142.7
ZTS,ACT_SL,2021-07-12 00:00:00,N/A,142.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,145.31
ZTS,ACT_SL,2021-07-19 00:00:00,N/A,145.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,146.68
ZTS,ACT_SL,2021-07-26 00:00:00,N/A,146.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,148.11
ZTS,ACT_SL,2021-08-02 00:00:00,N/A,148.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,149.07
ZTS,ACT_SL,2021-08-16 00:00:00,N/A,149.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,149.98
ZTS,ACT_SL,2021-08-23 00:00:00,N/A,149.98,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,150.19
ZTS,ACT_SL,2021-08-30 00:00:00,N/A,150.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,151.3
ZTS,ACT_SL,2021-10-25 00:00:00,N/A,151.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,156.21
ZTS,ACT_SL,2021-11-01 00:00:00,N/A,156.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,157.53
ZTS,ACT_SL,2021-11-08 00:00:00,N/A,157.53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,159.2
ZTS,ACT_SL,2021-11-15 00:00:00,N/A,159.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,164.62
ZTS,ACT_SL,2021-11-22 00:00:00,N/A,164.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,165.03
ZTS,ACT_SL,2021-12-06 00:00:00,N/A,165.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,167.2
ZTS,ACT_SL,2021-12-13 00:00:00,N/A,167.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,170.44
ZTS,ACT_SL,2021-12-20 00:00:00,N/A,170.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,176.2
ZTS,ACT_SL,2021-12-27 00:00:00,N/A,176.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,179.72
ZTS,VENTA StopLoss,2022-03-07 00:00:00,122.57,179.72,178.41,Cerrada,9995.36,45.56,0,N/A,N/A,N/A,N/A,N/A
ZTS,COMPRA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,COMPRA (Tecnica: EMA Lenta Ascendente),2022-03-21 00:00:00,182.4,136.8,N/A
ZTS,ACT_SL,2022-03-28 00:00:00,N/A,136.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,140.74
ZTS,ACT_SL,2022-04-04 00:00:00,N/A,140.74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,145.38
ZTS,VENTA EMA Lenta Descendente (Filtro),2022-04-18 00:00:00,182.4,N/A,175.19,Cerrada,-1254.54,-3.95,0,Cierre tecnico,N/A,N/A,N/A,N/A
ZTS,COMPRA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,COMPRA (Tecnica: Stoch Fast Cruce & Ascendente),2022-05-02 00:00:00,163.21,122.41,N/A
ZTS,VENTA EMA Lenta Descendente (Filtro),2022-05-09 00:00:00,163.21,N/A,159.47,Cerrada,-695.64,-2.29,0,Cierre tecnico,N/A,N/A,N/A,N/A
ZTS,COMPRA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,COMPRA (Tecnica: Stoch Slow Cruce & Ascendente),2022-12-26 00:00:00,141.92,106.44,N/A
ZTS,VENTA EMA Lenta Descendente (Filtro),2023-01-02 00:00:00,141.92,N/A,142.97,Cerrada,218.4,0.74,0,Cierre tecnico,N/A,N/A,N/A,N/A
ZTS,COMPRA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,COMPRA (Tecnica: EMA Lenta Ascendente),2023-04-10 00:00:00,169.48,127.11,N/A
ZTS,ACT_SL,2023-04-17 00:00:00,N/A,127.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,129.05
ZTS,ACT_SL,2023-04-24 00:00:00,N/A,129.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,129.45
ZTS,ACT_SL,2023-05-01 00:00:00,N/A,129.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,137.02
ZTS,ACT_SL,2023-07-24 00:00:00,N/A,137.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,142.57
ZTS,VENTA EMA Lenta Descendente (Filtro),2023-10-23 00:00:00,169.48,N/A,152.11,Cerrada,-3039.75,-10.25,0,Cierre tecnico,N/A,N/A,N/A,N/A
ZTS,COMPRA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,COMPRA (Tecnica: EMA Lenta Ascendente),2023-11-20 00:00:00,176.1,132.07,N/A
ZTS,ACT_SL,2023-11-27 00:00:00,N/A,132.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,132.5
ZTS,ACT_SL,2023-12-04 00:00:00,N/A,132.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,135.48
ZTS,ACT_SL,2023-12-11 00:00:00,N/A,135.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,147.99
ZTS,VENTA EMA Lenta Descendente (Filtro),2024-03-18 00:00:00,176.1,N/A,165.42,Cerrada,-1602.0,-6.06,0,Cierre tecnico,N/A,N/A,N/A,N/A
ZTS,COMPRA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,COMPRA (Tecnica: EMA Lenta Ascendente),2024-07-08 00:00:00,175.86,131.9,N/A
ZTS,ACT_SL,2024-07-15 00:00:00,N/A,131.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,136.16
ZTS,ACT_SL,2024-07-22 00:00:00,N/A,136.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,137.68
ZTS,ACT_SL,2024-08-05 00:00:00,N/A,137.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,140.46
ZTS,ACT_SL,2024-09-02 00:00:00,N/A,140.46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,140.62
ZTS,ACT_SL,2024-09-09 00:00:00,N/A,140.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,142.96
ZTS,ACT_SL,2024-09-16 00:00:00,N/A,142.96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,147.93
ZTS,VENTA EMA Lenta Descendente (Filtro),2024-11-11 00:00:00,175.86,N/A,172.84,Cerrada,-425.82,-1.72,0,Cierre tecnico,N/A,N/A,N/A,N/A
ZTS,COMPRA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,COMPRA (Tecnica: Stoch Fast Cruce & Ascendente),2024-12-30 00:00:00,161.17,120.88,N/A
ZTS,VENTA EMA Lenta Descendente (Filtro),2025-01-06 00:00:00,161.17,N/A,161.18,Cerrada,1.51,0.01,0,Cierre tecnico,N/A,N/A,N/A,N/A
ZTS,COMPRA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,COMPRA (Tecnica: Stoch Mid Cruce & Ascendente),2025-11-17 00:00:00,122.06,91.54,N/A
ZTS,VENTA EMA Lenta Descendente (Filtro),2025-11-24 00:00:00,122.06,N/A,128.18,Cerrada,1211.76,5.01,0,Cierre tecnico,N/A,N/A,N/A,N/A
ZTS,COMPRA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,COMPRA (Tecnica: Stoch Slow Cruce & Ascendente),2025-12-15 00:00:00,122.76,92.07,N/A
